Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_code,data_fetched_on
2025-05-01 09:30:00-04:00,113.0999984741211,113.24500274658203,112.7300033569336,112.89080047607422,14912599,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:31:00-04:00,112.9000015258789,113.69000244140625,112.9000015258789,112.91000366210938,2336167,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:32:00-04:00,112.90049743652344,113.88999938964844,112.83000183105469,113.55999755859375,1932171,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:33:00-04:00,113.54499816894531,114.07980346679688,113.43009948730469,113.86000061035156,2960723,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:34:00-04:00,113.86000061035156,113.88999938964844,113.26000213623047,113.2699966430664,1467744,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:35:00-04:00,113.2698974609375,113.38500213623047,112.76000213623047,112.87999725341797,1908979,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:36:00-04:00,112.87999725341797,112.91000366210938,112.47450256347656,112.80549621582031,1873886,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:37:00-04:00,112.80500030517578,112.91999816894531,112.63999938964844,112.84500122070312,1398912,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:38:00-04:00,112.8290023803711,112.9791030883789,112.36000061035156,112.36000061035156,1461898,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:39:00-04:00,112.36000061035156,112.44999694824219,112.08000183105469,112.16500091552734,1595888,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:40:00-04:00,112.16500091552734,112.62999725341797,112.09500122070312,112.5,1462397,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:41:00-04:00,112.48999786376953,112.58999633789062,112.15499877929688,112.26000213623047,1009214,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:42:00-04:00,112.26000213623047,112.47000122070312,112.1500015258789,112.44000244140625,996627,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:43:00-04:00,112.44000244140625,112.7300033569336,112.2699966430664,112.67310333251953,997648,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:44:00-04:00,112.66999816894531,113.05989837646484,112.66000366210938,112.99099731445312,1266663,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:45:00-04:00,112.99099731445312,113.44999694824219,112.94999694824219,113.37999725341797,1378041,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:46:00-04:00,113.38500213623047,113.5,113.32499694824219,113.48500061035156,1094409,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:47:00-04:00,113.48889923095703,113.80999755859375,113.47000122070312,113.66500091552734,1209378,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:48:00-04:00,113.66500091552734,113.79000091552734,113.63500213623047,113.66000366210938,779958,0.0,0.0,NVDA,2025-05-05 10:38:41
2025-05-01 09:49:00-04:00,113.68000030517578,113.69999694824219,113.41000366210938,113.5199966430664,918188,0.0,0.0,NVDA,2025-05-05 10:38:41
