Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_code,data_fetched_on
2025-04-08 09:30:00-04:00,103.80500030517578,104.4229965209961,103.77999877929688,104.12000274658203,31820378,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:31:00-04:00,104.11499786376953,104.20999908447266,103.16999816894531,103.26499938964844,3403988,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:32:00-04:00,103.26000213623047,103.8499984741211,103.0,103.16000366210938,2767271,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:33:00-04:00,103.19000244140625,103.98999786376953,103.0999984741211,103.79070281982422,2265324,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:34:00-04:00,103.77999877929688,104.1989974975586,103.61000061035156,103.98310089111328,2764527,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:35:00-04:00,103.97000122070312,104.87000274658203,103.79000091552734,104.04000091552734,3787527,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:36:00-04:00,104.04000091552734,104.12999725341797,103.36000061035156,103.50499725341797,2589035,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:37:00-04:00,103.52290344238281,103.56999969482422,103.05000305175781,103.1500015258789,2074944,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:38:00-04:00,103.13999938964844,103.47000122070312,102.66000366210938,102.7699966430664,2921341,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:39:00-04:00,102.76000213623047,103.4000015258789,102.70999908447266,103.16000366210938,1999087,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:40:00-04:00,103.18000030517578,103.28500366210938,102.58999633789062,102.66490173339844,1903687,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:41:00-04:00,102.66999816894531,103.33000183105469,102.61000061035156,103.26000213623047,1561138,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:42:00-04:00,103.25,103.72000122070312,103.2301025390625,103.65499877929688,1947067,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:43:00-04:00,103.65010070800781,104.04000091552734,103.41000366210938,103.77999877929688,1900170,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:44:00-04:00,103.78500366210938,104.16999816894531,103.7300033569336,103.98999786376953,1675873,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:45:00-04:00,104.56500244140625,104.58000183105469,103.96499633789062,104.56500244140625,2313333,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:46:00-04:00,104.58000183105469,104.83000183105469,104.41000366210938,104.7300033569336,2090972,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:47:00-04:00,104.72000122070312,104.77999877929688,104.36499786376953,104.6500015258789,1852985,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:48:00-04:00,104.66000366210938,104.83000183105469,104.1500015258789,104.16000366210938,1880931,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:49:00-04:00,104.16000366210938,104.44000244140625,103.95999908447266,104.125,1602125,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:50:00-04:00,104.13999938964844,104.2699966430664,103.93000030517578,104.02999877929688,1455213,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:51:00-04:00,104.03500366210938,104.56999969482422,103.94000244140625,104.36000061035156,1676898,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:52:00-04:00,104.37999725341797,104.62000274658203,104.33999633789062,104.55999755859375,1486463,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:53:00-04:00,104.5687026977539,104.79000091552734,104.36000061035156,104.4916000366211,1502640,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:54:00-04:00,104.5,104.79000091552734,104.38009643554688,104.69319915771484,1456307,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:55:00-04:00,104.69499969482422,104.8499984741211,104.30000305175781,104.8499984741211,1800359,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:56:00-04:00,104.8499984741211,104.98999786376953,104.65350341796875,104.73500061035156,1909254,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:57:00-04:00,104.7300033569336,104.91999816894531,104.30860137939453,104.84500122070312,1759771,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:58:00-04:00,104.84500122070312,105.0999984741211,104.70999908447266,104.85299682617188,2558226,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 09:59:00-04:00,104.8550033569336,104.87999725341797,104.44999694824219,104.56999969482422,1492454,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 10:00:00-04:00,104.55000305175781,104.98999786376953,104.12999725341797,104.78009796142578,2207084,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 10:01:00-04:00,104.80000305175781,104.96499633789062,104.68009948730469,104.83000183105469,1249993,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 10:02:00-04:00,104.82499694824219,105.20500183105469,104.79499816894531,105.16500091552734,1942297,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 10:03:00-04:00,105.16500091552734,105.51000213623047,105.16000366210938,105.43309783935547,2313857,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 10:04:00-04:00,105.43000030517578,105.5199966430664,105.2300033569336,105.27999877929688,1401908,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 10:05:00-04:00,105.28500366210938,105.57499694824219,105.18000030517578,105.45890045166016,1472083,0.0,0.0,NVDA,2025-05-05 10:49:24
2025-04-08 10:06:00-04:00,105.44999694824219,105.49500274658203,105.12000274658203,105.12999725341797,1198308,0.0,0.0,NVDA,2025-05-05 10:49:24
