Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_code,data_fetched_on
2025-04-10 09:30:00-04:00,109.31999969482422,109.80000305175781,108.9020004272461,109.61000061035156,24637544,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:31:00-04:00,109.62249755859375,109.67990112304688,108.43000030517578,108.5,2825738,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:32:00-04:00,108.50499725341797,109.80000305175781,108.33000183105469,109.75969696044922,2332215,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:33:00-04:00,109.7302017211914,109.88999938964844,109.30000305175781,109.63870239257812,1825413,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:34:00-04:00,109.66000366210938,110.0199966430664,109.51000213623047,109.80999755859375,2056541,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:35:00-04:00,109.80999755859375,110.0,109.0,109.33000183105469,2114413,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:36:00-04:00,109.33000183105469,109.70500183105469,109.11000061035156,109.61489868164062,1397301,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:37:00-04:00,109.63999938964844,109.69999694824219,109.0,109.23999786376953,1479742,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:38:00-04:00,109.23999786376953,109.7699966430664,109.1415023803711,109.41000366210938,1462182,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:39:00-04:00,109.41000366210938,110.02999877929688,109.4000015258789,109.51000213623047,1482311,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:40:00-04:00,109.48999786376953,109.52999877929688,108.9000015258789,109.05000305175781,1690552,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:41:00-04:00,109.03079986572266,109.33999633789062,108.76000213623047,108.7699966430664,1333969,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:42:00-04:00,108.77020263671875,109.06999969482422,108.6500015258789,108.9000015258789,1493743,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:43:00-04:00,108.87999725341797,109.1500015258789,108.68000030517578,109.02020263671875,1667965,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:44:00-04:00,109.01000213623047,109.05020141601562,108.69000244140625,108.9000015258789,984424,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:45:00-04:00,109.30500030517578,109.30500030517578,109.29039764404297,109.29499816894531,1647720,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:46:00-04:00,109.30059814453125,109.5999984741211,109.1500015258789,109.3550033569336,1274240,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:47:00-04:00,109.3550033569336,109.57499694824219,108.83000183105469,108.94000244140625,1261113,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:48:00-04:00,108.94000244140625,109.39009857177734,108.93009948730469,109.13999938964844,943829,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:49:00-04:00,109.12999725341797,109.26000213623047,108.94000244140625,109.03500366210938,1260355,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:50:00-04:00,109.04499816894531,109.5,108.58309936523438,109.40010070800781,1591879,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:51:00-04:00,109.4000015258789,109.44999694824219,108.63999938964844,108.7572021484375,1369123,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:52:00-04:00,108.7300033569336,108.93000030517578,108.5,108.6146011352539,1501239,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:53:00-04:00,108.61990356445312,108.94999694824219,108.52999877929688,108.81999969482422,1334134,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:54:00-04:00,108.77999877929688,108.80999755859375,108.47000122070312,108.7699966430664,1201854,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:55:00-04:00,108.7699966430664,108.8499984741211,108.38999938964844,108.38999938964844,956543,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:56:00-04:00,108.38999938964844,108.55000305175781,108.23500061035156,108.31999969482422,1287700,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:57:00-04:00,108.33000183105469,108.56999969482422,108.2699966430664,108.3949966430664,856679,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:58:00-04:00,108.38999938964844,108.43000030517578,107.82350158691406,107.8499984741211,1902213,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 09:59:00-04:00,107.83999633789062,107.94999694824219,107.41999816894531,107.47000122070312,1823362,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:00:00-04:00,107.4800033569336,107.9800033569336,107.4000015258789,107.44000244140625,1575192,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:01:00-04:00,107.44000244140625,107.44000244140625,107.02999877929688,107.08000183105469,1719778,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:02:00-04:00,107.08000183105469,107.58000183105469,106.94000244140625,107.50499725341797,2628582,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:03:00-04:00,107.52100372314453,107.73999786376953,107.44000244140625,107.69000244140625,1136747,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:04:00-04:00,107.66999816894531,108.1500015258789,107.65039825439453,107.87879943847656,2344546,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:05:00-04:00,107.86019897460938,108.24960327148438,107.72000122070312,108.13510131835938,1196152,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:06:00-04:00,108.1449966430664,108.2699966430664,107.75,107.83000183105469,1276211,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:07:00-04:00,107.81009674072266,108.02999877929688,107.54000091552734,107.9000015258789,1087960,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:08:00-04:00,107.88500213623047,108.38909912109375,107.83999633789062,108.19010162353516,1152952,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:09:00-04:00,108.20999908447266,108.30000305175781,107.98999786376953,108.08999633789062,779459,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:10:00-04:00,108.0999984741211,108.0999984741211,107.5999984741211,107.6050033569336,926108,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:11:00-04:00,107.5999984741211,107.79000091552734,107.41999816894531,107.52629852294922,939623,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:12:00-04:00,107.51349639892578,107.55999755859375,107.2699966430664,107.4198989868164,838488,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:13:00-04:00,107.41400146484375,107.98999786376953,107.4000015258789,107.9280014038086,1356574,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:14:00-04:00,107.93499755859375,107.95999908447266,107.77999877929688,107.89929962158203,641882,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:15:00-04:00,107.8949966430664,108.45649719238281,107.8499984741211,108.33999633789062,1225862,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:16:00-04:00,108.30999755859375,108.69000244140625,108.19000244140625,108.3052978515625,1204782,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:17:00-04:00,108.30999755859375,108.37979888916016,108.06009674072266,108.11000061035156,820923,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:18:00-04:00,108.11000061035156,108.41000366210938,108.0199966430664,108.23999786376953,742087,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:19:00-04:00,108.2300033569336,108.24320220947266,107.93099975585938,108.01000213623047,620401,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:20:00-04:00,108.01499938964844,108.33999633789062,107.98999786376953,108.16999816894531,674391,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:21:00-04:00,108.17500305175781,108.70999908447266,108.02490234375,108.55130004882812,1111400,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:22:00-04:00,108.58000183105469,109.02999877929688,108.57939910888672,108.97000122070312,1568571,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:23:00-04:00,108.9800033569336,109.30999755859375,108.9468994140625,109.16500091552734,1259794,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:24:00-04:00,109.16500091552734,109.37999725341797,109.0,109.30999755859375,1082677,0.0,0.0,NVDA,2025-05-05 10:47:55
2025-04-10 10:25:00-04:00,109.30999755859375,109.62999725341797,109.19999694824219,109.55000305175781,1372232,0.0,0.0,NVDA,2025-05-05 10:47:55
